id,studentId,semester
2011-02,31312b86-09b0-4afe-b63b-7c15f8c2ef71,1
2012-01,31312b86-09b0-4afe-b63b-7c15f8c2ef71,2
2012-02,31312b86-09b0-4afe-b63b-7c15f8c2ef71,3
2013-01,31312b86-09b0-4afe-b63b-7c15f8c2ef71,4
2013-02,31312b86-09b0-4afe-b63b-7c15f8c2ef71,5
2014-01,31312b86-09b0-4afe-b63b-7c15f8c2ef71,6
2014-02,31312b86-09b0-4afe-b63b-7c15f8c2ef71,7
2015-01,31312b86-09b0-4afe-b63b-7c15f8c2ef71,8
2015-02,31312b86-09b0-4afe-b63b-7c15f8c2ef71,9
2016-01,31312b86-09b0-4afe-b63b-7c15f8c2ef71,10
2012-02,e1628900-7fff-45e0-9a66-421b329f6a6c,1
2013-01,e1628900-7fff-45e0-9a66-421b329f6a6c,2
2013-02,e1628900-7fff-45e0-9a66-421b329f6a6c,3
2014-01,e1628900-7fff-45e0-9a66-421b329f6a6c,4
2014-02,e1628900-7fff-45e0-9a66-421b329f6a6c,5
2015-01,e1628900-7fff-45e0-9a66-421b329f6a6c,6
2015-02,e1628900-7fff-45e0-9a66-421b329f6a6c,7
2016-01,e1628900-7fff-45e0-9a66-421b329f6a6c,7
2016-02,e1628900-7fff-45e0-9a66-421b329f6a6c,0
2012-02,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,1
2013-01,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,1
2013-02,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,1
2014-01,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,2
2014-02,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,2
2015-01,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,2
2015-02,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,2
2016-01,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,3
2016-02,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,3
2017-01,89c32c0f-76b5-43d2-abb0-c8e1a54421dc,3
2012-01,df4a906a-4792-49e4-86c5-a445c0f05262,1
2012-02,df4a906a-4792-49e4-86c5-a445c0f05262,1
2013-01,df4a906a-4792-49e4-86c5-a445c0f05262,1
2013-02,df4a906a-4792-49e4-86c5-a445c0f05262,2
2014-01,df4a906a-4792-49e4-86c5-a445c0f05262,2
2014-02,df4a906a-4792-49e4-86c5-a445c0f05262,3
2015-01,df4a906a-4792-49e4-86c5-a445c0f05262,3
2015-02,df4a906a-4792-49e4-86c5-a445c0f05262,4
2016-01,df4a906a-4792-49e4-86c5-a445c0f05262,4
2016-02,df4a906a-4792-49e4-86c5-a445c0f05262,4
2011-01,7f9695e9-0093-4ea1-b5a4-059a5c89de70,1
2011-02,7f9695e9-0093-4ea1-b5a4-059a5c89de70,2
2012-01,7f9695e9-0093-4ea1-b5a4-059a5c89de70,3
2012-02,7f9695e9-0093-4ea1-b5a4-059a5c89de70,4
2013-01,7f9695e9-0093-4ea1-b5a4-059a5c89de70,5
2013-02,7f9695e9-0093-4ea1-b5a4-059a5c89de70,6
2014-01,7f9695e9-0093-4ea1-b5a4-059a5c89de70,7
2014-02,7f9695e9-0093-4ea1-b5a4-059a5c89de70,7
2015-01,7f9695e9-0093-4ea1-b5a4-059a5c89de70,8
2015-02,7f9695e9-0093-4ea1-b5a4-059a5c89de70,9
2010-01,2f315a97-7403-423f-a8fd-8162754cb285,1
2010-02,2f315a97-7403-423f-a8fd-8162754cb285,2
2011-01,2f315a97-7403-423f-a8fd-8162754cb285,3
2011-02,2f315a97-7403-423f-a8fd-8162754cb285,3
2012-01,2f315a97-7403-423f-a8fd-8162754cb285,4
2012-02,2f315a97-7403-423f-a8fd-8162754cb285,0
2010-01,427580a2-4a16-4108-b56d-53738aede3cc,1
2010-02,427580a2-4a16-4108-b56d-53738aede3cc,2
2011-01,427580a2-4a16-4108-b56d-53738aede3cc,2
2011-02,427580a2-4a16-4108-b56d-53738aede3cc,3
2012-01,427580a2-4a16-4108-b56d-53738aede3cc,0
2011-01,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,1
2011-02,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,2
2012-01,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,3
2012-02,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,4
2013-01,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,5
2013-02,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,6
2014-01,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,7
2014-02,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,8
2015-01,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,9
2015-02,315a76ab-a5d6-41f2-a1fd-df9a7088ca20,10
2012-01,2933804f-af3c-48ba-b024-000c9b809372,1
2012-02,2933804f-af3c-48ba-b024-000c9b809372,2
2013-01,2933804f-af3c-48ba-b024-000c9b809372,3
2013-02,2933804f-af3c-48ba-b024-000c9b809372,4
2014-01,2933804f-af3c-48ba-b024-000c9b809372,5
2014-02,2933804f-af3c-48ba-b024-000c9b809372,6
2015-01,2933804f-af3c-48ba-b024-000c9b809372,7
2015-02,2933804f-af3c-48ba-b024-000c9b809372,8
2016-01,2933804f-af3c-48ba-b024-000c9b809372,9
2016-02,2933804f-af3c-48ba-b024-000c9b809372,10
2011-01,81c5e323-f3c3-46e6-8f96-ef883f852b6c,1
2011-02,81c5e323-f3c3-46e6-8f96-ef883f852b6c,2
2012-01,81c5e323-f3c3-46e6-8f96-ef883f852b6c,3
2012-02,81c5e323-f3c3-46e6-8f96-ef883f852b6c,3
2013-01,81c5e323-f3c3-46e6-8f96-ef883f852b6c,0
2012-01,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,1
2012-02,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,2
2013-01,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,3
2013-02,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,4
2014-01,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,5
2014-02,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,5
2015-01,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,6
2015-02,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,7
2016-01,48da9b53-c47a-4f0b-ab77-d8dcfc40cbb3,0
2012-02,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,1
2013-01,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,1
2013-02,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,2
2014-01,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,2
2014-02,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,2
2015-01,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,2
2015-02,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,3
2016-01,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,3
2016-02,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,3
2017-01,5d29f5e3-f32d-4f4d-8fa5-481ea62d646e,3
2011-01,a3e425eb-98be-4e11-89b3-5c268f4ec238,1
2011-02,a3e425eb-98be-4e11-89b3-5c268f4ec238,1
2012-01,a3e425eb-98be-4e11-89b3-5c268f4ec238,2
2012-02,a3e425eb-98be-4e11-89b3-5c268f4ec238,3
2013-01,a3e425eb-98be-4e11-89b3-5c268f4ec238,4
2013-02,a3e425eb-98be-4e11-89b3-5c268f4ec238,5
2014-01,a3e425eb-98be-4e11-89b3-5c268f4ec238,5
2014-02,a3e425eb-98be-4e11-89b3-5c268f4ec238,5
2015-01,a3e425eb-98be-4e11-89b3-5c268f4ec238,6
2015-02,a3e425eb-98be-4e11-89b3-5c268f4ec238,7
2012-01,b82db837-228c-4848-9fc1-2b68d48e155c,1
2012-02,b82db837-228c-4848-9fc1-2b68d48e155c,2
2013-01,b82db837-228c-4848-9fc1-2b68d48e155c,2
2013-02,b82db837-228c-4848-9fc1-2b68d48e155c,3
2014-01,b82db837-228c-4848-9fc1-2b68d48e155c,4
2014-02,b82db837-228c-4848-9fc1-2b68d48e155c,5
2015-01,b82db837-228c-4848-9fc1-2b68d48e155c,5
2015-02,b82db837-228c-4848-9fc1-2b68d48e155c,6
2016-01,b82db837-228c-4848-9fc1-2b68d48e155c,6
2016-02,b82db837-228c-4848-9fc1-2b68d48e155c,7
2011-01,73b651ab-21de-4929-9439-c8149178d608,1
2011-02,73b651ab-21de-4929-9439-c8149178d608,2
2012-01,73b651ab-21de-4929-9439-c8149178d608,3
2012-02,73b651ab-21de-4929-9439-c8149178d608,4
2013-01,73b651ab-21de-4929-9439-c8149178d608,5
2013-02,73b651ab-21de-4929-9439-c8149178d608,6
2014-01,73b651ab-21de-4929-9439-c8149178d608,7
2014-02,73b651ab-21de-4929-9439-c8149178d608,8
2015-01,73b651ab-21de-4929-9439-c8149178d608,9
2015-02,73b651ab-21de-4929-9439-c8149178d608,10
2011-02,296f3196-3ac3-44ba-aa4a-9bf752b0f0c4,1
2012-01,296f3196-3ac3-44ba-aa4a-9bf752b0f0c4,2
2012-02,296f3196-3ac3-44ba-aa4a-9bf752b0f0c4,2
2013-01,296f3196-3ac3-44ba-aa4a-9bf752b0f0c4,0
2010-01,12ce3c72-efa2-468f-abee-ecbae581ccb4,1
2010-02,12ce3c72-efa2-468f-abee-ecbae581ccb4,2
2011-01,12ce3c72-efa2-468f-abee-ecbae581ccb4,3
2011-02,12ce3c72-efa2-468f-abee-ecbae581ccb4,4
2012-01,12ce3c72-efa2-468f-abee-ecbae581ccb4,5
2012-02,12ce3c72-efa2-468f-abee-ecbae581ccb4,6
2013-01,12ce3c72-efa2-468f-abee-ecbae581ccb4,7
2013-02,12ce3c72-efa2-468f-abee-ecbae581ccb4,0
2012-02,c01387c5-5694-484c-a6e8-c4772f678337,1
2013-01,c01387c5-5694-484c-a6e8-c4772f678337,2
2013-02,c01387c5-5694-484c-a6e8-c4772f678337,2
2014-01,c01387c5-5694-484c-a6e8-c4772f678337,0
2012-02,8bfd853b-3960-4a17-a834-3dd2e3723bce,1
2013-01,8bfd853b-3960-4a17-a834-3dd2e3723bce,2
2013-02,8bfd853b-3960-4a17-a834-3dd2e3723bce,3
2014-01,8bfd853b-3960-4a17-a834-3dd2e3723bce,4
2014-02,8bfd853b-3960-4a17-a834-3dd2e3723bce,4
2015-01,8bfd853b-3960-4a17-a834-3dd2e3723bce,5
2015-02,8bfd853b-3960-4a17-a834-3dd2e3723bce,6
2016-01,8bfd853b-3960-4a17-a834-3dd2e3723bce,7
2016-02,8bfd853b-3960-4a17-a834-3dd2e3723bce,0
2012-02,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,1
2013-01,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,1
2013-02,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,2
2014-01,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,3
2014-02,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,3
2015-01,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,4
2015-02,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,4
2016-01,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,4
2016-02,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,5
2017-01,de4f8c88-cad9-46e7-9cc3-f0266c549ceb,6
id,studentId,semester
2010-01,bdbccd26-a210-450d-95ea-c8e57b506d81,1
2010-02,bdbccd26-a210-450d-95ea-c8e57b506d81,1
2011-01,bdbccd26-a210-450d-95ea-c8e57b506d81,0
2011-01,29b3540f-ef1e-40ea-b266-1dff0685b910,1
2011-02,29b3540f-ef1e-40ea-b266-1dff0685b910,1
2012-01,29b3540f-ef1e-40ea-b266-1dff0685b910,1
2012-02,29b3540f-ef1e-40ea-b266-1dff0685b910,2
2013-01,29b3540f-ef1e-40ea-b266-1dff0685b910,3
2013-02,29b3540f-ef1e-40ea-b266-1dff0685b910,4
2014-01,29b3540f-ef1e-40ea-b266-1dff0685b910,4
2014-02,29b3540f-ef1e-40ea-b266-1dff0685b910,5
2015-01,29b3540f-ef1e-40ea-b266-1dff0685b910,5
2015-02,29b3540f-ef1e-40ea-b266-1dff0685b910,6
2012-01,d4fd8801-69ed-4415-9e3b-26f31d16298f,1
2012-02,d4fd8801-69ed-4415-9e3b-26f31d16298f,1
2013-01,d4fd8801-69ed-4415-9e3b-26f31d16298f,2
2013-02,d4fd8801-69ed-4415-9e3b-26f31d16298f,3
2014-01,d4fd8801-69ed-4415-9e3b-26f31d16298f,0
2010-01,f3544475-aba0-40b0-bb79-11c537d171ab,1
2010-02,f3544475-aba0-40b0-bb79-11c537d171ab,1
2011-01,f3544475-aba0-40b0-bb79-11c537d171ab,1
2011-02,f3544475-aba0-40b0-bb79-11c537d171ab,1
2012-01,f3544475-aba0-40b0-bb79-11c537d171ab,2
2012-02,f3544475-aba0-40b0-bb79-11c537d171ab,3
2013-01,f3544475-aba0-40b0-bb79-11c537d171ab,4
2013-02,f3544475-aba0-40b0-bb79-11c537d171ab,5
2014-01,f3544475-aba0-40b0-bb79-11c537d171ab,6
2014-02,f3544475-aba0-40b0-bb79-11c537d171ab,6
2010-01,77871d66-aaa6-4dc0-b345-25fd821f9e8c,1
2010-02,77871d66-aaa6-4dc0-b345-25fd821f9e8c,2
2011-01,77871d66-aaa6-4dc0-b345-25fd821f9e8c,3
2011-02,77871d66-aaa6-4dc0-b345-25fd821f9e8c,4
2012-01,77871d66-aaa6-4dc0-b345-25fd821f9e8c,5
2012-02,77871d66-aaa6-4dc0-b345-25fd821f9e8c,6
2013-01,77871d66-aaa6-4dc0-b345-25fd821f9e8c,7
2013-02,77871d66-aaa6-4dc0-b345-25fd821f9e8c,7
2014-01,77871d66-aaa6-4dc0-b345-25fd821f9e8c,8
2014-02,77871d66-aaa6-4dc0-b345-25fd821f9e8c,9
2011-01,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,1
2011-02,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,2
2012-01,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,3
2012-02,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,4
2013-01,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,5
2013-02,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,6
2014-01,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,7
2014-02,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,8
2015-01,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,9
2015-02,0cfa0a0b-442c-4e9c-ac48-21b42cab014b,0
2010-02,d16af962-6447-4715-8677-70ca606544d6,1
2011-01,d16af962-6447-4715-8677-70ca606544d6,2
2011-02,d16af962-6447-4715-8677-70ca606544d6,3
2012-01,d16af962-6447-4715-8677-70ca606544d6,4
2012-02,d16af962-6447-4715-8677-70ca606544d6,5
2013-01,d16af962-6447-4715-8677-70ca606544d6,6
2013-02,d16af962-6447-4715-8677-70ca606544d6,7
2014-01,d16af962-6447-4715-8677-70ca606544d6,8
2014-02,d16af962-6447-4715-8677-70ca606544d6,9
2015-01,d16af962-6447-4715-8677-70ca606544d6,0
2012-02,4e655572-4fee-4826-abe2-4c6444679c51,1
2013-01,4e655572-4fee-4826-abe2-4c6444679c51,1
2013-02,4e655572-4fee-4826-abe2-4c6444679c51,2
2014-01,4e655572-4fee-4826-abe2-4c6444679c51,3
2014-02,4e655572-4fee-4826-abe2-4c6444679c51,0
2011-01,dbd53f23-dda0-46c9-aae9-5d378848d81d,1
2011-02,dbd53f23-dda0-46c9-aae9-5d378848d81d,1
2012-01,dbd53f23-dda0-46c9-aae9-5d378848d81d,2
2012-02,dbd53f23-dda0-46c9-aae9-5d378848d81d,2
2013-01,dbd53f23-dda0-46c9-aae9-5d378848d81d,2
2013-02,dbd53f23-dda0-46c9-aae9-5d378848d81d,3
2014-01,dbd53f23-dda0-46c9-aae9-5d378848d81d,3
2014-02,dbd53f23-dda0-46c9-aae9-5d378848d81d,4
2015-01,dbd53f23-dda0-46c9-aae9-5d378848d81d,5
2015-02,dbd53f23-dda0-46c9-aae9-5d378848d81d,6
2012-02,d990f959-85b8-4ccf-801e-f8e39cb02dcf,1
2013-01,d990f959-85b8-4ccf-801e-f8e39cb02dcf,2
2013-02,d990f959-85b8-4ccf-801e-f8e39cb02dcf,3
2014-01,d990f959-85b8-4ccf-801e-f8e39cb02dcf,4
2014-02,d990f959-85b8-4ccf-801e-f8e39cb02dcf,5
2015-01,d990f959-85b8-4ccf-801e-f8e39cb02dcf,6
2015-02,d990f959-85b8-4ccf-801e-f8e39cb02dcf,7
2016-01,d990f959-85b8-4ccf-801e-f8e39cb02dcf,8
2016-02,d990f959-85b8-4ccf-801e-f8e39cb02dcf,0
2011-02,e83086d1-be98-45b5-a79a-23de0c292c55,1
2012-01,e83086d1-be98-45b5-a79a-23de0c292c55,1
2012-02,e83086d1-be98-45b5-a79a-23de0c292c55,2
2013-01,e83086d1-be98-45b5-a79a-23de0c292c55,2
2013-02,e83086d1-be98-45b5-a79a-23de0c292c55,3
2014-01,e83086d1-be98-45b5-a79a-23de0c292c55,3
2014-02,e83086d1-be98-45b5-a79a-23de0c292c55,4
2015-01,e83086d1-be98-45b5-a79a-23de0c292c55,4
2015-02,e83086d1-be98-45b5-a79a-23de0c292c55,5
2016-01,e83086d1-be98-45b5-a79a-23de0c292c55,5
2012-01,86a07b93-d05e-48aa-be17-a5d796dcc240,1
2012-02,86a07b93-d05e-48aa-be17-a5d796dcc240,1
2013-01,86a07b93-d05e-48aa-be17-a5d796dcc240,1
2013-02,86a07b93-d05e-48aa-be17-a5d796dcc240,1
2014-01,86a07b93-d05e-48aa-be17-a5d796dcc240,2
2014-02,86a07b93-d05e-48aa-be17-a5d796dcc240,2
2015-01,86a07b93-d05e-48aa-be17-a5d796dcc240,2
2015-02,86a07b93-d05e-48aa-be17-a5d796dcc240,3
2016-01,86a07b93-d05e-48aa-be17-a5d796dcc240,4
2016-02,86a07b93-d05e-48aa-be17-a5d796dcc240,4
2010-02,bbcd4731-980a-45ec-b51a-bce9b4292bee,1
2011-01,bbcd4731-980a-45ec-b51a-bce9b4292bee,1
2011-02,bbcd4731-980a-45ec-b51a-bce9b4292bee,2
2012-01,bbcd4731-980a-45ec-b51a-bce9b4292bee,2
2012-02,bbcd4731-980a-45ec-b51a-bce9b4292bee,2
2013-01,bbcd4731-980a-45ec-b51a-bce9b4292bee,3
2013-02,bbcd4731-980a-45ec-b51a-bce9b4292bee,4
2014-01,bbcd4731-980a-45ec-b51a-bce9b4292bee,4
2014-02,bbcd4731-980a-45ec-b51a-bce9b4292bee,5
2015-01,bbcd4731-980a-45ec-b51a-bce9b4292bee,5
2011-01,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,1
2011-02,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,2
2012-01,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,3
2012-02,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,4
2013-01,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,5
2013-02,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,6
2014-01,7411c7ce-67ed-4c03-b0b3-7dc47d6595e7,0
2010-01,2490449e-14f6-4dfd-810f-0360f8de48d8,1
2010-02,2490449e-14f6-4dfd-810f-0360f8de48d8,2
2011-01,2490449e-14f6-4dfd-810f-0360f8de48d8,3
2011-02,2490449e-14f6-4dfd-810f-0360f8de48d8,0
2011-01,d52af6f7-83ca-45e0-8947-94ca610b6603,1
2011-02,d52af6f7-83ca-45e0-8947-94ca610b6603,1
2012-01,d52af6f7-83ca-45e0-8947-94ca610b6603,1
2012-02,d52af6f7-83ca-45e0-8947-94ca610b6603,1
2013-01,d52af6f7-83ca-45e0-8947-94ca610b6603,2
2013-02,d52af6f7-83ca-45e0-8947-94ca610b6603,3
2014-01,d52af6f7-83ca-45e0-8947-94ca610b6603,3
2014-02,d52af6f7-83ca-45e0-8947-94ca610b6603,3
2015-01,d52af6f7-83ca-45e0-8947-94ca610b6603,3
2015-02,d52af6f7-83ca-45e0-8947-94ca610b6603,3
2011-01,346aeed9-3fc9-484d-8d47-71d2403be483,1
2011-02,346aeed9-3fc9-484d-8d47-71d2403be483,2
2012-01,346aeed9-3fc9-484d-8d47-71d2403be483,3
2012-02,346aeed9-3fc9-484d-8d47-71d2403be483,4
2013-01,346aeed9-3fc9-484d-8d47-71d2403be483,0
2010-01,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,1
2010-02,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,2
2011-01,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,3
2011-02,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,4
2012-01,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,5
2012-02,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,6
2013-01,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,7
2013-02,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,8
2014-01,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,9
2014-02,f5f8c544-f44e-4f9c-ad6a-141bcc8b96c7,10
2011-01,fb767f57-e35f-4c32-940b-84822f5a1c35,1
2011-02,fb767f57-e35f-4c32-940b-84822f5a1c35,2
2012-01,fb767f57-e35f-4c32-940b-84822f5a1c35,3
2012-02,fb767f57-e35f-4c32-940b-84822f5a1c35,3
2013-01,fb767f57-e35f-4c32-940b-84822f5a1c35,0
2011-02,81e3b9d1-ca29-4410-a756-018565cfe8bf,1
2012-01,81e3b9d1-ca29-4410-a756-018565cfe8bf,2
2012-02,81e3b9d1-ca29-4410-a756-018565cfe8bf,3
2013-01,81e3b9d1-ca29-4410-a756-018565cfe8bf,4
2013-02,81e3b9d1-ca29-4410-a756-018565cfe8bf,5
2014-01,81e3b9d1-ca29-4410-a756-018565cfe8bf,6
2014-02,81e3b9d1-ca29-4410-a756-018565cfe8bf,7
2015-01,81e3b9d1-ca29-4410-a756-018565cfe8bf,8
2015-02,81e3b9d1-ca29-4410-a756-018565cfe8bf,9
2016-01,81e3b9d1-ca29-4410-a756-018565cfe8bf,0
